height,bip158_bytes
845873,14069
845874,10168
845875,8190
845876,6248
845877,12040
845878,6504
845879,12978
845880,11144
845881,11654
845882,10973
845883,21259
845884,17094
845885,29900
845886,18771
845887,22348
845888,14097
845889,16583
845890,18579
845891,16454
845892,25108
845893,30641
845894,23239
845895,18898
845896,21731
845897,27268
845898,14722
845899,18912
845900,17586
845901,36883
845902,29008
845903,29896
845904,24144
845905,33079
845906,28640
845907,29920
845908,22801
845909,29277
845910,13430
845911,8592
845912,2357
845913,9672
845914,7758
845915,13362
845916,8119
845917,18364
845918,12570
845919,10488
845920,10819
845921,13400
845922,9907
845923,8102
845924,15037
845925,7125
845926,13689
845927,7565
845928,11035
845929,20510
845930,24111
845931,30495
845932,30654
845933,17192
845934,12373
845935,8276
845936,14929
845937,4481
845938,10178
845939,10864
845940,12879
845941,18589
845942,28550
845943,31454
845944,32986
845945,25045
845946,21193
845947,19993
845948,41
845949,26972
845950,28040
845951,41858
845952,31039
845953,35223
845954,27501
845955,23680
845956,27880
845957,29646
845958,32202
845959,20643
845960,15768
845961,24892
845962,25483
845963,24973
845964,27955
845965,11325
845966,19895
845967,10702
845968,10799
845969,26171
845970,9253
845971,9983
845972,16557
845973,9117
845974,37698
845975,22559
845976,24181
845977,18654
845978,24404
845979,10679
845980,9554
845981,12371
845982,24207
845983,5507
845984,11282
845985,6371
845986,15590
845987,5256
845988,6343
845989,21463
845990,8597
845991,14544
845992,4571
845993,6785
845994,8432
845995,18313
845996,11749
845997,1664
845998,28655
845999,9557
846000,14261
846001,15580
846002,5388
846003,16391
846004,8120
846005,11117
846006,53833
846007,18294
846008,20161
846009,17722
846010,21910
846011,8165
846012,13955
846013,5311
846014,19578
846015,8081
846016,15646
846017,5735
846018,12172
846019,5433
846020,10264
846021,8547
846022,9477
846023,22552
846024,10398
846025,21117
846026,15758
846027,16743
846028,16046
846029,5039
846030,9535
846031,15682
846032,15256
846033,12964
846034,21408
846035,8478
846036,11142
846037,8892
846038,19244
846039,14913
846040,20028
846041,8388
846042,9068
846043,16114
846044,37028
846045,26073
846046,31042
846047,18006
846048,18406
846049,9434
846050,14918
846051,9977
846052,15035
846053,20631
846054,11607
846055,5780
846056,35378
846057,18919
846058,9910
846059,11663
846060,10041
846061,16543
846062,23313
846063,18963
846064,14531
846065,18780
846066,11116
846067,21123
846068,11340
846069,12038
846070,16931
846071,15044
846072,10403
846073,22666
846074,25120
846075,15794
846076,15288
846077,16543
846078,15999
846079,12098
846080,9318
846081,19616
846082,12834
846083,17947
846084,34795
846085,33227
846086,27173
846087,18029
846088,10121
846089,8927
846090,30448
846091,7336
846092,38549
846093,44660
846094,34004
846095,22892
846096,18301
846097,10904
846098,13972
846099,19830
846100,12114
846101,10317
846102,15476
846103,13975
846104,10573
846105,25339
846106,19763
846107,24362
846108,13397
846109,36080
846110,18769
846111,9569
846112,41
846113,15381
846114,19185
846115,24973
846116,17473
846117,25472
846118,19930
846119,25089
846120,21997
846121,9809
846122,7352
846123,17033
846124,12432
846125,10742
846126,11110
846127,24179
846128,16331
846129,16522
846130,23335
846131,24345
846132,11967
846133,6099
846134,19746
846135,12606
846136,26222
846137,26270
846138,15768
846139,10433
846140,16117
846141,11745
846142,14853
846143,19269
846144,10717
846145,8717
846146,7986
846147,14013
846148,22491
846149,5313
846150,15523
846151,6699
846152,18669
846153,40
846154,7633
846155,7365
846156,17769
846157,6421
846158,18695
846159,19414
846160,32159
846161,11278
846162,29390
846163,24889
846164,9462
846165,3341
846166,10293
846167,13798
846168,8690
846169,25198
846170,17139
846171,17493
846172,13171
846173,11380
846174,10515
846175,13976
846176,7919
846177,21330
846178,7411
846179,12765
846180,9809
846181,12461
846182,6996
846183,8094
846184,12101
846185,11236
846186,8347
846187,14093
846188,18097
846189,9196
846190,13823
846191,11213
846192,9542
846193,14623
846194,29178
846195,18918
846196,27011
846197,12141
846198,22863
846199,9610
846200,20968
846201,20766
846202,4426
846203,6389
846204,9348
846205,15885
846206,6334
846207,9719
846208,8596
846209,13103
846210,11985
846211,17926
846212,7666
846213,21088
846214,27619
846215,26934
846216,29720
846217,27247
846218,31775
846219,25404
846220,15583
846221,11856
846222,13418
846223,32590
846224,16682
846225,14678
846226,17530
846227,7344
846228,18169
846229,14888
846230,10582
846231,6396
846232,7202
846233,11318
846234,9256
846235,41
846236,21737
846237,7300
846238,34084
846239,26337
846240,20813
846241,14459
846242,31040
846243,17371
846244,12590
846245,7388
846246,7236
846247,7968
846248,9981
846249,17681
846250,30091
846251,20336
846252,18414
846253,13265
846254,20619
846255,15839
846256,10474
846257,14644
846258,10621
846259,12629
846260,11923
846261,9546
846262,5053
846263,22278
846264,6626
846265,3184
846266,14439
846267,3389
846268,11677
846269,18704
846270,16282
846271,8972
846272,8239
846273,12711
846274,7703
846275,10416
846276,16705
846277,10711
846278,8025
846279,3159
846280,18312
846281,3546
846282,5438
846283,2849
846284,11893
846285,8746
846286,6571
846287,9888
846288,29019
846289,14251
846290,22430
846291,11057
846292,10771
846293,29516
846294,14408
846295,18797
846296,19881
846297,22208
846298,18314
846299,19521
846300,19067
846301,15182
846302,15746
846303,12245
846304,11570
846305,20643
846306,19349
846307,12867
846308,12495
846309,7410
846310,11428
846311,20758
846312,4055
846313,9653
846314,14154
846315,7666
846316,4662
846317,11460
846318,25411
846319,12179
846320,21380
846321,19846
846322,26183
846323,16953
846324,10124
846325,16592
846326,16261
846327,5929
846328,5482
846329,22824
846330,19552
846331,22935
846332,8999
846333,14586
846334,1133
846335,23180
846336,19117
846337,41
846338,19741
846339,15525
846340,15590
846341,8995
846342,18299
846343,7858
846344,1166
846345,7859
846346,10277
846347,28021
846348,4988
846349,15640
846350,20081
846351,21580
846352,16371
846353,9353
846354,13756
846355,15419
846356,21652
846357,29972
846358,33341
846359,33040
846360,26745
846361,30177
846362,33911
846363,32054
846364,37512
846365,25572
846366,35612
846367,31321
846368,37749
846369,33441
846370,25254
846371,23596
846372,25700
846373,24634
846374,15872
846375,11429
846376,21739
846377,8331
846378,6474
846379,13882
846380,15758
846381,20524
846382,20143
846383,31751
846384,16725
846385,24095
846386,23998
846387,14418
846388,20333
846389,31934
846390,18323
846391,16879
846392,16801
846393,20364
846394,42986
846395,27678
846396,23519
846397,21947
846398,28498
846399,13917
846400,8474
846401,26197
846402,41
846403,14890
846404,6797
846405,22544
846406,6995
846407,19474
846408,7469
846409,22568
846410,11650
846411,9515
846412,20259
846413,9016
846414,6518
846415,23308
846416,7997
846417,9918
846418,12584
846419,25666
846420,27176
846421,25554
846422,35275
846423,25713
846424,15848
846425,25590
846426,4520
846427,11092
846428,9636
846429,5832
846430,16058
846431,4563
846432,7039
846433,9473
846434,10572
846435,16840
846436,9675
846437,15568
846438,6322
846439,2252
846440,19083
846441,25203
846442,9901
846443,18030
846444,5616
846445,12662
846446,9699
846447,18951
846448,17697
846449,21478
846450,14406
846451,2992
846452,2380
846453,24590
846454,27409
846455,4763
846456,15562
846457,9917
846458,20015
846459,30144
846460,12162
846461,16617
846462,37348
846463,22692
846464,25163
846465,17674
846466,20824
846467,25665
846468,15736
846469,3803
846470,7429
846471,13825
846472,28971
846473,9909
846474,8503
846475,22548
846476,25425
846477,20690
846478,4843
846479,21935
846480,27683
846481,4292
846482,23428
846483,8901
846484,6702
846485,11396
846486,21209
846487,28170
846488,20662
846489,31647
846490,27552
846491,22009
846492,19313
846493,17548
846494,6345
846495,21919
846496,15324
846497,9973
846498,7081
846499,9878
846500,10880
846501,11753
846502,5247
846503,23388
846504,19677
846505,26011
846506,26265
846507,19666
846508,19784
846509,27410
846510,17232
846511,18319
846512,24691
846513,31942
846514,28434
846515,24638
846516,39411
846517,27893
846518,40381
846519,27444
846520,27417
846521,37350
846522,29667
846523,33174
846524,34251
846525,31058
846526,22078
846527,31173
846528,23718
846529,17051
846530,18710
846531,26959
846532,19825
846533,14758
846534,16572
846535,21939
846536,7825
846537,17704
846538,13375
846539,8915
846540,10935
846541,9332
846542,10862
846543,18289
846544,25312
846545,24393
846546,41234
846547,27003
846548,30102
846549,23359
846550,28190
846551,29682
846552,28865
846553,15873
846554,25542
846555,12547
846556,15398
846557,10205
846558,6758
846559,20259
846560,19255
846561,9865
846562,10146
846563,37955
846564,19166
846565,9775
846566,17825
846567,25245
846568,11389
846569,6748
846570,19018
846571,1891
846572,17231
846573,12699
846574,12333
846575,6158
846576,3080
846577,10073
846578,21522
846579,11576
846580,4969
846581,12959
846582,1639
846583,11707
846584,11078
846585,24872
846586,19363
846587,6557
846588,16379
846589,30993
846590,18573
846591,27947
846592,22239
846593,28609
846594,24161
846595,8658
846596,12283
846597,29452
846598,24230
846599,22309
846600,18561
846601,25888
846602,18340
846603,11325
846604,20465
846605,17165
846606,11931
846607,8669
846608,8194
846609,10757
846610,27900
846611,19944
846612,7517
846613,33026
846614,30600
846615,15951
846616,18392
846617,21270
846618,16433
846619,20014
846620,30695
846621,22654
846622,18839
846623,21428
846624,22124
846625,5791
846626,30821
846627,7911
846628,12748
846629,28362
846630,20276
846631,23521
846632,14366
846633,8838
846634,5790
846635,7827
846636,4404
846637,6409
846638,2287
846639,16876
846640,12482
846641,14775
846642,31411
846643,22812
846644,26006
846645,17191
846646,25006
846647,30306
846648,29335
846649,43740
846650,40365
846651,29888
846652,23516
846653,27348
846654,31874
846655,37981
846656,43823
846657,30783
846658,29574
846659,25947
846660,28038
846661,33982
846662,20980
846663,11256
846664,22759
846665,15370
846666,9398
846667,26473
846668,18121
846669,9523
846670,14262
846671,16182
846672,17555
846673,22678
846674,18011
846675,20826
846676,19033
846677,26734
846678,19467
846679,9898
846680,10430
846681,12253
846682,18896
846683,12047
846684,20804
846685,12241
846686,25958
846687,10266
846688,12338
846689,16368
846690,8783
846691,13636
846692,10345
846693,13900
846694,20821
846695,14161
846696,6874
846697,7778
846698,8033
846699,8657
846700,18583
846701,10733
846702,25986
846703,26009
846704,13783
846705,15321
846706,15746
846707,9275
846708,8494
846709,18457
846710,17346
846711,38927
846712,30793
846713,24308
846714,20840
846715,14446
846716,20390
846717,15038
846718,13579
846719,30215
846720,23221
846721,18988
846722,8516
846723,11023
846724,19991
846725,14121
846726,18863
846727,17865
846728,29070
846729,24996
846730,19045
846731,19069
846732,21959
846733,22330
846734,16222
846735,30959
846736,30888
846737,16173
846738,5501
846739,15854
846740,9390
846741,9077
846742,10223
846743,8723
846744,17245
846745,17811
846746,21754
846747,1994
846748,20421
846749,11439
846750,16941
846751,13874
846752,15738
846753,5184
846754,16584
846755,20508
846756,20831
846757,28745
846758,27030
846759,30585
846760,31054
846761,28036
846762,27666
846763,20555
846764,15253
846765,25541
846766,30574
846767,28977
846768,21645
846769,26833
846770,37481
846771,22608
846772,16662
846773,21832
846774,12006
846775,3872
846776,14253
846777,15366
846778,19003
846779,31000
846780,31786
846781,30297
846782,22130
846783,1861
846784,35880
846785,11932
846786,15426
846787,24093
846788,33923
846789,13633
846790,21328
846791,14629
846792,29033
846793,18584
846794,13528
846795,6878
846796,4785
846797,1712
846798,29305
846799,31210
846800,9386
846801,7542
846802,27914
846803,15416
846804,6524
846805,16184
846806,22335
846807,14120
846808,20824
846809,27553
846810,38636
846811,24636
846812,24398
846813,24131
846814,13284
846815,35890
846816,24257
846817,16231
846818,25434
846819,27973
846820,23191
846821,28553
846822,22895
846823,13188
846824,21064
846825,3779
846826,20670
846827,13508
846828,19595
846829,11798
846830,38710
846831,25226
846832,4820
846833,3028
846834,1466
846835,16193
846836,14022
846837,30780
846838,33267
846839,24159
846840,20123
846841,31163
846842,24238
846843,22815
846844,23587
846845,27086
846846,23480
846847,26324
846848,19849
846849,27670
846850,26052
846851,18414
846852,18866
846853,15201
846854,18507
846855,21054
846856,27924
846857,23931
846858,26581
846859,24536
846860,25123
846861,22076
846862,27876
846863,21295
846864,33143
846865,27921
846866,24265
846867,17568
846868,12810
846869,12329
846870,11864
846871,12754
846872,12672
846873,13747
846874,14591
846875,13693
846876,9006
846877,10678
846878,12282
846879,13292
846880,10542
846881,7842
846882,12174
846883,11006
846884,8823
846885,9021
846886,9661
846887,12952
846888,13313
846889,13466
846890,13942
846891,8204
846892,16777
846893,13373
846894,11829
846895,8551
846896,10271
846897,8185
846898,10263
846899,10631
846900,11130
846901,10142
846902,10831
846903,14123
846904,7903
846905,12570
846906,16133
846907,17928
846908,19246
846909,9762
846910,10585
846911,13189
846912,35189
846913,7525
846914,16972
846915,16109
846916,9884
846917,12847
846918,12520
846919,9347
846920,17145
846921,21082
846922,21834
846923,22861
846924,15165
846925,30253
846926,22560
846927,14133
846928,21124
846929,13861
846930,28697
846931,10804
846932,21899
846933,14171
846934,12623
846935,16153
846936,21231
846937,13054
846938,12207
846939,22387
846940,30667
846941,13601
846942,16758
846943,33080
846944,17053
846945,9484
846946,18619
846947,17636
846948,20361
846949,16766
846950,18510
846951,12400
846952,27379
846953,8982
846954,16683
846955,11320
846956,8950
846957,11979
846958,16353
846959,11641
846960,38
846961,18164
846962,10254
846963,12968
846964,16645
846965,15361
846966,9367
846967,12824
846968,11012
846969,17136
846970,16565
846971,10241
846972,12462
846973,14148
846974,11109
846975,24527
846976,9088
846977,11015
846978,12331
846979,15802
846980,10073
846981,11202
846982,24071
846983,20212
846984,29806
846985,14225
846986,34988
846987,14068
846988,36535
846989,17627
846990,12540
846991,11670
846992,15795
846993,11622
846994,14655
846995,23394
846996,19435
846997,17595
846998,23320
846999,28386
847000,23703
847001,20503
847002,25178
847003,18189
847004,15268
847005,17646
847006,17954
847007,15128
847008,27693
847009,24363
847010,25326
847011,22596
847012,16650
847013,15952
847014,19910
847015,22592
847016,30135
847017,20150
847018,15970
847019,25858
847020,18485
847021,15728
847022,20470
847023,20251
847024,23202
847025,24802
847026,25364
847027,21827
847028,16581
847029,23003
847030,20824
847031,24485
847032,24122
847033,17128
847034,14982
847035,23339
847036,17175
847037,21859
847038,22698
847039,33887
847040,21929
847041,22246
847042,21444
847043,19016
847044,30550
847045,20278
847046,18514
847047,10101
847048,12092
847049,23734
847050,14731
847051,18146
847052,19657
847053,7172
847054,22158
847055,10420
847056,22039
847057,24274
847058,24807
847059,18631
847060,28880
847061,19295
847062,19978
847063,18685
847064,15780
847065,15172
847066,18375
847067,14958
847068,16175
847069,8812
847070,11756
847071,15284
847072,22605
847073,21128
847074,22476
847075,28244
847076,20442
847077,18578
847078,35313
847079,21708
847080,22380
847081,27289
847082,22054
847083,41
847084,26856
847085,22435
847086,23408
847087,12438
847088,26786
847089,22040
847090,23233
847091,15924
847092,14383
847093,24182
847094,11846
847095,18685
847096,9452
847097,26054
847098,37321
847099,27830
847100,32278
847101,24333
847102,27601
847103,26746
847104,20058
847105,22442
847106,10183
847107,16562
847108,11124
847109,22432
847110,12031
847111,23515
847112,8599
847113,17230
847114,15151
847115,18337
847116,13092
847117,17775
847118,16323
847119,18746
847120,23604
847121,23313
847122,14511
847123,22977
847124,26774
847125,4095
847126,24096
847127,30244
847128,17046
847129,26997
847130,17503
847131,21343
847132,19998
847133,32160
847134,17966
847135,25119
847136,20827
847137,17962
847138,17033
847139,21927
847140,18885
847141,18217
847142,34190
847143,23407
847144,17657
847145,17998
847146,16618
847147,38442
847148,28140
847149,19651
847150,20358
847151,20026
847152,25550
847153,23341
847154,16793
847155,16546
847156,10260
847157,18255
847158,20662
847159,21411
847160,19606
847161,12413
847162,14296
847163,13071
847164,7687
847165,5747
847166,3693
847167,16181
847168,27299
847169,16932
847170,25019
847171,22037
847172,11995
847173,15378
847174,11891
847175,9200
847176,16916
847177,25017
847178,20386
847179,24236
847180,19729
847181,9291
847182,9760
847183,5041
847184,17777
847185,6311
847186,19371
847187,6192
847188,8292
847189,14772
847190,29886
847191,31355
847192,25489
847193,24495
847194,20570
847195,25628
847196,11545
847197,9461
847198,9455
847199,14381
847200,29165
847201,7959
847202,12855
847203,19678
847204,15671
847205,23971
847206,17688
847207,5835
847208,10068
847209,16364
847210,8764
847211,13880
847212,11167
847213,15136
847214,8864
847215,22761
847216,8101
847217,9340
847218,8361
847219,13842
847220,12873
847221,28566
847222,20697
847223,13993
847224,9484
847225,14140
847226,28324
847227,19104
847228,12285
847229,9052
847230,41
847231,37267
847232,24531
847233,21246
847234,17725
847235,29611
847236,8978
847237,9859
847238,7339
847239,27064
847240,12160
847241,9269
847242,24785
847243,9385
847244,11701
847245,13657
847246,14131
847247,12691
847248,14415
847249,10218
847250,6189
847251,11502
847252,17074
847253,13430
847254,11286
847255,6904
847256,14898
847257,14913
847258,31536
847259,12343
847260,7813
847261,13683
847262,10097
847263,2920
847264,5737
847265,6596
847266,14282
847267,10506
847268,7453
847269,13082
847270,9381
847271,7415
847272,6272
847273,6785
847274,40
847275,20678
847276,24067
847277,26850
847278,17448
847279,24863
847280,41
847281,24444
847282,17179
847283,23452
847284,10914
847285,11990
847286,11144
847287,16745
847288,38
847289,26038
847290,4001
847291,3327
847292,15120
847293,12020
847294,22833
847295,8231
847296,7134
847297,11060
847298,6873
847299,12745
847300,12239
847301,9615
847302,16774
847303,15071
847304,7350
847305,9521
847306,16565
847307,22637
847308,4479
847309,11075
847310,19026
847311,14047
847312,36690
847313,12760
847314,8609
847315,6810
847316,10554
847317,17137
847318,25643
847319,10752
847320,18852
847321,20093
847322,26488
847323,16542
847324,23367
847325,29895
847326,21928
847327,24726
847328,19676
847329,16462
847330,27577
847331,15923
847332,8569
847333,7799
847334,30312
847335,21779
847336,12956
847337,13839
847338,24297
847339,33065
847340,25226
847341,10812
847342,13105
847343,4500
847344,17517
847345,9110
847346,15713
847347,17203
847348,16416
847349,14325
847350,16282
847351,29104
847352,30231
847353,24608
847354,32609
847355,24566
847356,27085
847357,24171
847358,18014
847359,7960
847360,35702
847361,24965
847362,25086
847363,14146
847364,15244
847365,25490
847366,18562
847367,11585
847368,12997
847369,25956
847370,6352
847371,32762
847372,9338
847373,10942
847374,14366
847375,23149
847376,21653
847377,16707
847378,13415
847379,7363
847380,16618
847381,12650
847382,23449
847383,17058
847384,17381
847385,10704
847386,8907
847387,16211
847388,21960
847389,36043
847390,32180
847391,29208
847392,37782
847393,28442
847394,38246
847395,34099
847396,38612
847397,38909
847398,24239
847399,27501
847400,31336
847401,24109
847402,20055
847403,25413
847404,12204
847405,8809
847406,35505
847407,14065
847408,7965
847409,12298
847410,12464
847411,11339
847412,23921
847413,11517
847414,8237
847415,10821
847416,37334
847417,26438
847418,26528
847419,15551
847420,16814
847421,14402
847422,26838
847423,41
847424,8428
847425,18084
847426,11610
847427,29602
847428,3691
847429,9776
847430,21657
847431,17319
847432,30961
847433,14106
847434,16345
847435,9541
847436,24283
847437,22955
847438,34115
847439,10308
847440,32216
847441,21709
847442,15428
847443,17925
847444,32252
847445,21452
847446,27711
847447,41
847448,12176
847449,11296
847450,23573
847451,13776
847452,29932
847453,16821
847454,10894
847455,12187
847456,13573
847457,15298
847458,11984
847459,21064
847460,14714
847461,27192
847462,24906
847463,26732
847464,22828
847465,17236
847466,8074
847467,27004
847468,24442
847469,12978
847470,17515
847471,11573
847472,33234
847473,19584
847474,27596
847475,10625
847476,12701
847477,11545
847478,26498
847479,17967
847480,20870
847481,15564
847482,7002
847483,15334
847484,16419
847485,14054
847486,21598
847487,41
847488,23356
847489,27126
847490,32850
847491,29694
847492,29385
847493,29191
847494,21320
847495,27715
847496,33047
847497,26896
847498,26009
847499,30825
847500,27013
847501,25556
847502,21100
847503,12969
847504,31207
847505,29019
847506,20263
847507,32257
847508,22884
847509,22048
847510,25183
847511,22698
847512,35057
847513,28384
847514,29097
847515,26469
847516,30077
847517,25934
847518,29233
847519,36566
847520,36774
847521,41337
847522,30215
847523,36053
847524,27340
847525,29293
847526,29645
847527,28785
847528,38338
847529,26120
847530,23154
847531,23679
847532,28521
847533,12529
847534,17081
847535,22025
847536,31673
847537,16040
847538,23381
847539,11557
847540,6820
847541,8279
847542,19104
847543,22310
847544,17577
847545,20537
847546,11889
847547,16651
847548,21203
847549,19600
847550,18500
847551,14582
847552,19233
847553,5090
847554,10486
847555,12636
847556,11152
847557,29562
847558,26134
847559,10342
847560,22259
847561,18136
847562,15642
847563,9777
847564,25774
847565,1923
847566,11951
847567,16805
847568,29354
847569,20023
847570,13657
847571,4760
847572,11637
847573,5653
847574,10169
847575,7506
847576,13072
847577,24604
847578,11587
847579,10262
847580,27114
847581,11062
847582,19119
847583,18144
847584,7021
847585,2875
847586,5542
847587,24175
847588,16685
847589,20654
847590,5904
847591,24030
847592,14484
847593,11614
847594,4900
847595,23282
847596,16265
847597,15414
847598,14702
847599,8825
847600,14877
847601,17202
847602,14689
847603,3455
847604,14203
847605,5644
847606,14666
847607,15642
847608,13441
847609,19579
847610,16625
847611,9612
847612,20644
847613,24953
847614,23029
847615,38
847616,5573
847617,19369
847618,14863
847619,6152
847620,12715
847621,38539
847622,27893
847623,26604
847624,30131
847625,31980
847626,26172
847627,29105
847628,33633
847629,24457
847630,21353
847631,20509
847632,22506
847633,38892
847634,29293
847635,21968
847636,14830
847637,22523
847638,11284
847639,13655
847640,27265
847641,4485
847642,6198
847643,11883
847644,18333
847645,21896
847646,30407
847647,27533
847648,32356
847649,20309
847650,36614
847651,33364
847652,23949
847653,23500
847654,16780
847655,13971
847656,25387
847657,22277
847658,22603
847659,16785
847660,10017
847661,10137
847662,24619
847663,31293
847664,27894
847665,24918
847666,17994
847667,28480
847668,43232
847669,30042
847670,26222
847671,30216
847672,33734
847673,20197
847674,17508
847675,5259
847676,8682
847677,26036
847678,8461
847679,23818
847680,19241
847681,10329
847682,5393
847683,33298
847684,14599
847685,13747
847686,17854
847687,9920
847688,23143
847689,19189
847690,23123
847691,25033
847692,17767
847693,6267
847694,14868
847695,9719
847696,21798
847697,23874
847698,23912
847699,21999
847700,26407
847701,42125
847702,27987
847703,28668
847704,13163
847705,28440
847706,12935
847707,15551
847708,11617
847709,7737
847710,10557
847711,11695
847712,6900
847713,13440
847714,10904
847715,15375
847716,17058
847717,18302
847718,15330
847719,13924
847720,12278
847721,22484
847722,8835
847723,21707
847724,11787
847725,5618
847726,4990
847727,11738
847728,9950
847729,24422
847730,16573
847731,1040
847732,9733
847733,3870
847734,20230
847735,18819
847736,14782
847737,5813
847738,21954
847739,5476
847740,14383
847741,25632
847742,21772
847743,15442
847744,1455
847745,26066
847746,9430
847747,23204
847748,14048
847749,12641
847750,7719
847751,4652
847752,26591
847753,10920
847754,21881
847755,25086
847756,28912
847757,11958
847758,1451
847759,9168
847760,13969
847761,6061
847762,29900
847763,21141
847764,14102
847765,4889
847766,25189
847767,26386
847768,24418
847769,8843
847770,18410
847771,13921
847772,21996
847773,8364
847774,7475
847775,11237
847776,18459
847777,11199
847778,18974
847779,27939
847780,21213
847781,31956
847782,26036
847783,17800
847784,30000
847785,31801
847786,36980
847787,22523
847788,20296
847789,12358
847790,11383
847791,9073
847792,10150
847793,11239
847794,31536
847795,7944
847796,40322
847797,19804
847798,7768
847799,25543
847800,15614
847801,10026
847802,15815
847803,4786
847804,9631
847805,8269
847806,25596
847807,20633
847808,7526
847809,18219
847810,19880
847811,12055
847812,4319
847813,9673
847814,14892
847815,10272
847816,43301
847817,36886
847818,29314
847819,39265
847820,27978
847821,23232
847822,14563
847823,7662
847824,6790
847825,2791
847826,24965
847827,4802
847828,6348
847829,5726
847830,26171
847831,15783
847832,7030
847833,18060
847834,9081
847835,14502
847836,25292
847837,5259
847838,15386
847839,25259
847840,3365
847841,14670
847842,3651
847843,18059
847844,6613
847845,12305
847846,13067
847847,7082
847848,15341
847849,16332
847850,16059
847851,10810
847852,9071
847853,16185
847854,18789
847855,23977
847856,34005
847857,24874
847858,22458
847859,13962
847860,2687
847861,6312
847862,11242
847863,29097
847864,9215
847865,19671
847866,37221
847867,14675
847868,9316
847869,17933
847870,38
847871,6360
847872,16712
847873,31955
847874,26993
847875,14694
847876,8926
847877,14475
847878,15240
847879,12010
847880,15122
847881,26063
847882,3693
847883,17990
847884,18116
847885,17760
847886,23060
847887,10773
847888,17447
847889,20495
847890,21928
847891,19505
847892,32468
847893,15357
847894,3385
847895,9374
847896,21712
847897,9710
847898,6995
847899,8336
847900,27087
847901,6844
847902,33613
847903,27553
847904,38
847905,32871
847906,26207
847907,19336
847908,33524
847909,32754
847910,22778
847911,9293
847912,9992
847913,11557
847914,11418
847915,10604
847916,14228
847917,12912
847918,26922
847919,26745
847920,28286
847921,24620
847922,15011
847923,24654
847924,14994
847925,19048
847926,41919
847927,34738
847928,23079
847929,16688
847930,27699
847931,30417
847932,23151
847933,38167
847934,33783
847935,31857
847936,41
847937,35267
847938,17998
847939,28180
847940,22047
847941,10366
847942,11524
847943,33049
847944,30992
847945,5243
847946,19375
847947,27617
847948,34163
847949,15241
847950,42684
847951,26404
847952,12830
847953,14760
847954,9726
847955,11240
847956,19579
847957,8257
847958,36957
847959,15206
847960,35427
847961,28061
847962,18238
847963,16575
847964,2008
847965,12774
847966,19949
847967,36555
847968,22302
847969,21608
847970,7737
847971,12021
847972,8282
847973,13041
847974,10773
847975,14824
847976,33789
847977,7983
847978,19947
847979,3543
847980,9820
847981,19919
847982,18393
847983,34154
847984,13664
847985,6749
847986,29956
847987,23722
847988,16236
847989,12000
847990,7963
847991,6408
847992,2435
847993,41
847994,12924
847995,13417
847996,9595
847997,2499
847998,8440
847999,10125
848000,14289
848001,2302
848002,9304
848003,22665
848004,16588
848005,9215
848006,15384
848007,9095
848008,13806
848009,17525
848010,18879
848011,8714
848012,13530
848013,11404
848014,22669
848015,12006
848016,14129
848017,21202
848018,18008
848019,10968
848020,21074
848021,11467
848022,12361
848023,13934
848024,13568
848025,15417
848026,12478
848027,10356
848028,14015
848029,13227
848030,13394
848031,10225
848032,29269
848033,26907
848034,20604
848035,14173
848036,11738
848037,16502
848038,10374
848039,43080
848040,29541
848041,30326
848042,19691
848043,23912
848044,26911
848045,19457
848046,8306
848047,13153
848048,34312
848049,8240
848050,15497
848051,13281
848052,13084
848053,12460
848054,22130
848055,13528
848056,12575
848057,15452
848058,27111
848059,18387
848060,30442
848061,19434
848062,20186
848063,14187
848064,16895
848065,26243
848066,36721
848067,24464
848068,31727
848069,31834
848070,42316
848071,26949
848072,26409
848073,23538
848074,26356
848075,23282
848076,28523
848077,17268
848078,33231
848079,25255
848080,20492
848081,17160
848082,26265
848083,24806
848084,25589
848085,28736
848086,26940
848087,33413
848088,26284
848089,25119
848090,28189
848091,28542
848092,33027
848093,16235
848094,27100
848095,21897
848096,16963
848097,9431
848098,12642
848099,18498
848100,18576
848101,6004
848102,23121
848103,18336
848104,36902
848105,15312
848106,15728
848107,19305
848108,20571
848109,22462
848110,21058
848111,7705
848112,16194
848113,22033
848114,15800
848115,14318
848116,18641
848117,38
848118,18457
848119,24243
848120,10135
848121,30062
848122,18847
848123,22819
848124,16663
848125,13859
848126,21226
848127,29175
848128,20039
848129,15634
848130,20457
848131,14305
848132,14257
848133,27871
848134,19221
848135,28903
848136,22302
848137,23267
848138,21707
848139,21091
848140,22317
848141,22004
848142,32248
848143,18493
848144,18513
848145,27046
848146,19823
848147,12609
848148,10677
848149,6919
848150,4899
848151,8458
848152,7138
848153,8399
848154,10829
848155,17933
848156,24952
848157,30866
848158,19820
848159,16733
848160,19960
848161,23031
848162,16592
848163,17771
848164,26654
848165,17725
848166,22832
848167,15793
848168,23514
848169,17648
848170,4521
848171,23149
848172,11565
848173,16775
848174,22453
848175,22449
848176,20706
848177,21939
848178,19788
848179,23546
848180,14910
848181,13988
848182,12812
848183,20904
848184,21499
848185,15956
848186,22545
848187,11881
848188,25545
848189,16360
848190,13472
848191,13498
848192,26153
848193,12995
848194,7186
848195,12697
848196,21812
848197,12054
848198,15329
848199,16350
848200,23408
848201,21782
848202,24860
848203,19993
848204,24600
848205,13688
848206,21881
848207,15459
